2021-05-13 15:22:25,030  INFO | [Ljava.lang.String;@dabb23.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 17 
2021-05-13 16:38:15,036  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 293 was published successfully 
2021-05-13 16:38:15,037  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 271 
2021-05-13 16:38:15,037  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 271 
2021-05-13 16:38:16,060  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 293 
2021-05-13 16:38:16,060  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 293 
2021-05-13 16:38:16,061  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 293 
2021-05-13 16:38:18,124  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 293 
2021-05-13 16:38:18,124  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 293 
2021-05-13 16:38:18,125  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 293 
2021-05-13 16:38:20,018  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 295 
2021-05-13 16:38:20,018  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 295 
2021-05-13 16:38:20,018  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.rest.PaymentRestClientFallback    | Executing payment fallback for order 295 
2021-05-13 16:38:20,039  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 327 
2021-05-13 16:38:20,039  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 327 
2021-05-13 16:38:25,016  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 297 
2021-05-13 16:38:25,016  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 297 
2021-05-13 16:38:25,017  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.rest.PaymentRestClientFallback    | Executing payment fallback for order 297 
2021-05-13 16:38:25,031  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 295 was published successfully 
2021-05-13 16:38:25,031  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 237 
2021-05-13 16:38:25,031  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 237 
2021-05-13 16:38:25,035  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 295 
2021-05-13 16:38:25,035  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 295 
2021-05-13 16:38:25,035  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 295 
2021-05-13 16:38:25,041  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 329 
2021-05-13 16:38:25,042  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 329 
2021-05-13 16:38:26,077  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 295 
2021-05-13 16:38:26,077  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 295 
2021-05-13 16:38:26,077  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 295 
2021-05-13 16:38:28,121  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 295 
2021-05-13 16:38:28,121  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 295 
2021-05-13 16:38:28,121  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 295 
2021-05-13 16:38:30,014  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 273 
2021-05-13 16:38:30,014  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 273 
2021-05-13 16:38:30,015  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 227 
2021-05-13 16:38:30,015  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 227 
2021-05-13 16:38:30,026  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 331 
2021-05-13 16:38:30,026  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 331 
2021-05-13 16:38:30,030  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 297 was published successfully 
2021-05-13 16:38:30,034  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 297 
2021-05-13 16:38:30,034  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 297 
2021-05-13 16:38:30,034  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 297 
2021-05-13 16:38:31,062  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 297 
2021-05-13 16:38:31,075  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 297 
2021-05-13 16:38:31,075  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 297 
2021-05-13 16:38:33,131  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 297 
2021-05-13 16:38:33,131  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 297 
2021-05-13 16:38:33,131  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 297 
2021-05-13 16:38:35,052  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 299 
2021-05-13 16:38:35,052  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 299 
2021-05-13 16:38:35,052  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.rest.PaymentRestClientFallback    | Executing payment fallback for order 299 
2021-05-13 16:38:35,091  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 333 
2021-05-13 16:38:35,091  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 333 
2021-05-13 16:38:40,011  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 299 was published successfully 
2021-05-13 16:38:40,013  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 299 
2021-05-13 16:38:40,013  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 299 
2021-05-13 16:38:40,013  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 299 
2021-05-13 16:38:40,019  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 301 
2021-05-13 16:38:40,019  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 301 
2021-05-13 16:38:40,019  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.rest.PaymentRestClientFallback    | Executing payment fallback for order 301 
2021-05-13 16:38:40,038  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 335 
2021-05-13 16:38:40,038  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 335 
2021-05-13 16:38:40,053  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 245 
2021-05-13 16:38:40,053  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 245 
2021-05-13 16:38:41,053  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 299 
2021-05-13 16:38:41,053  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 299 
2021-05-13 16:38:41,053  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 299 
2021-05-13 16:38:43,096  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 299 
2021-05-13 16:38:43,096  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 299 
2021-05-13 16:38:43,097  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 299 
2021-05-13 16:38:45,014  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 303 
2021-05-13 16:38:45,014  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 303 
2021-05-13 16:38:45,015  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.rest.PaymentRestClientFallback    | Executing payment fallback for order 303 
2021-05-13 16:38:45,022  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 337 
2021-05-13 16:38:45,022  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 337 
2021-05-13 16:38:45,029  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 301 
2021-05-13 16:38:45,029  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 301 
2021-05-13 16:38:45,030  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 301 
2021-05-13 16:38:45,033  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 301 was published successfully 
2021-05-13 16:38:46,060  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 301 
2021-05-13 16:38:46,061  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 301 
2021-05-13 16:38:46,061  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 301 
2021-05-13 16:38:48,100  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 301 
2021-05-13 16:38:48,100  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 301 
2021-05-13 16:38:48,101  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 301 
2021-05-13 16:38:50,022  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 275 
2021-05-13 16:38:50,022  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 275 
2021-05-13 16:38:50,027  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 339 
2021-05-13 16:38:50,027  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 339 
2021-05-13 16:38:50,033  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 303 was published successfully 
2021-05-13 16:38:50,035  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 303 
2021-05-13 16:38:50,035  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 303 
2021-05-13 16:38:50,036  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 303 
2021-05-13 16:38:51,055  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 303 
2021-05-13 16:38:51,055  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 303 
2021-05-13 16:38:51,056  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 303 
2021-05-13 16:38:53,122  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 303 
2021-05-13 16:38:53,122  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 303 
2021-05-13 16:38:53,122  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 303 
2021-05-13 16:38:55,023  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 341 
2021-05-13 16:38:55,023  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 305 
2021-05-13 16:38:55,023  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 305 
2021-05-13 16:38:55,023  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 341 
2021-05-13 16:38:55,024  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.rest.PaymentRestClientFallback    | Executing payment fallback for order 305 
2021-05-13 16:38:55,047  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 269 
2021-05-13 16:38:55,047  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 269 
2021-05-13 16:38:55,055  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 305 
2021-05-13 16:38:55,055  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 305 
2021-05-13 16:38:55,056  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 305 
2021-05-13 16:38:55,068  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 305 was published successfully 
2021-05-13 16:38:56,104  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 305 
2021-05-13 16:38:56,105  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 305 
2021-05-13 16:38:56,105  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 305 
2021-05-13 16:38:58,158  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 305 
2021-05-13 16:38:58,158  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 305 
2021-05-13 16:38:58,158  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.InventoryRestClientFallback  | Executing compensate inventory fallback for order 305 
2021-05-13 16:39:00,020  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 343 
2021-05-13 16:39:00,020  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 343 
2021-05-13 16:39:00,028  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 279 
2021-05-13 16:39:00,028  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 279 
2021-05-13 16:39:00,037  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 233 
2021-05-13 16:39:00,037  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 233 
2021-05-13 16:39:05,014  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 345 
2021-05-13 16:39:05,014  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 345 
2021-05-13 16:39:05,022  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 231 
2021-05-13 16:39:05,022  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 231 
2021-05-13 16:39:05,031  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 307 
2021-05-13 16:39:05,031  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 307 
2021-05-13 16:39:10,017  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 309 
2021-05-13 16:39:10,017  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 309 
2021-05-13 16:39:10,047  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 347 
2021-05-13 16:39:10,047  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 347 
2021-05-13 16:39:10,226  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 307 
2021-05-13 16:39:10,226  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 307 
2021-05-13 16:39:15,020  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 281 
2021-05-13 16:39:15,020  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 281 
2021-05-13 16:39:15,020  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 349 
2021-05-13 16:39:15,020  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 349 
2021-05-13 16:39:15,022  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 251 
2021-05-13 16:39:15,022  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 251 
2021-05-13 16:39:15,032  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 309 
2021-05-13 16:39:15,032  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 309 
2021-05-13 16:39:20,014  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 311 
2021-05-13 16:39:20,014  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 311 
2021-05-13 16:39:20,015  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 351 
2021-05-13 16:39:20,015  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 351 
2021-05-13 16:39:25,023  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 353 
2021-05-13 16:39:25,023  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 353 
2021-05-13 16:39:25,025  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 285 
2021-05-13 16:39:25,025  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 285 
2021-05-13 16:39:25,035  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 311 
2021-05-13 16:39:25,035  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 311 
2021-05-13 16:39:30,024  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 313 
